ID,Symbol,Security,Wikipedia_URL,Cluster
375,POOL,Pool Corporation,https://en.wikipedia.org/wiki/Pool_Corporation,15
376,PPG,PPG Industries,https://en.wikipedia.org/wiki/PPG_Industries,-1
377,PPL,PPL Corporation,https://en.wikipedia.org/wiki/PPL_Corporation,2
378,PFG,Principal Financial Group,https://en.wikipedia.org/wiki/Principal_Financial_Group,28
379,PG,Procter & Gamble,https://en.wikipedia.org/wiki/Procter_%26_Gamble,-1
380,PGR,Progressive Corporation,https://en.wikipedia.org/wiki/Progressive_Corporation,27
381,PLD,Prologis,https://en.wikipedia.org/wiki/Prologis,5
382,PRU,Prudential Financial,https://en.wikipedia.org/wiki/Prudential_Financial,27
383,PEG,Public Service Enterprise Group,https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group,2
384,PTC,PTC Inc.,https://en.wikipedia.org/wiki/PTC_(software_company),26
385,PSA,Public Storage,https://en.wikipedia.org/wiki/Public_Storage,5
386,PHM,PulteGroup,https://en.wikipedia.org/wiki/PulteGroup,-1
387,PWR,Quanta Services,https://en.wikipedia.org/wiki/Quanta_Services,2
388,QCOM,Qualcomm,https://en.wikipedia.org/wiki/Qualcomm,30
389,DGX,Quest Diagnostics,https://en.wikipedia.org/wiki/Quest_Diagnostics,20
390,RL,Ralph Lauren Corporation,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation,18
391,RJF,Raymond James Financial,https://en.wikipedia.org/wiki/Raymond_James_Financial,28
392,RTX,RTX Corporation,https://en.wikipedia.org/wiki/RTX_Corporation,26
393,O,Realty Income,https://en.wikipedia.org/wiki/Realty_Income,5
394,REG,Regency Centers,https://en.wikipedia.org/wiki/Regency_Centers,5
395,REGN,Regeneron Pharmaceuticals,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals,20
396,RF,Regions Financial Corporation,https://en.wikipedia.org/wiki/Regions_Financial_Corporation,24
397,RSG,Republic Services,https://en.wikipedia.org/wiki/Republic_Services,6
398,RMD,ResMed,https://en.wikipedia.org/wiki/ResMed,20
399,RVTY,Revvity,https://en.wikipedia.org/wiki/Revvity,20
400,HOOD,Robinhood Markets,https://en.wikipedia.org/wiki/Robinhood_Markets,13
401,ROK,Rockwell Automation,https://en.wikipedia.org/wiki/Rockwell_Automation,11
402,ROL,"Rollins, Inc.","https://en.wikipedia.org/wiki/Rollins,_Inc.",11
403,ROP,Roper Technologies,https://en.wikipedia.org/wiki/Roper_Technologies,13
404,ROST,Ross Stores,https://en.wikipedia.org/wiki/Ross_Stores,18
405,RCL,Royal Caribbean Group,https://en.wikipedia.org/wiki/Royal_Caribbean_Group,21
406,SPGI,S&P Global,https://en.wikipedia.org/wiki/S%26P_Global,24
407,CRM,Salesforce,https://en.wikipedia.org/wiki/Salesforce,32
408,SBAC,SBA Communications,https://en.wikipedia.org/wiki/SBA_Communications,5
409,SLB,Schlumberger,https://en.wikipedia.org/wiki/Schlumberger,1
410,STX,Seagate Technology,https://en.wikipedia.org/wiki/Seagate_Technology,-1
411,SRE,Sempra,https://en.wikipedia.org/wiki/Sempra,2
412,NOW,ServiceNow,https://en.wikipedia.org/wiki/ServiceNow,32
413,SHW,Sherwin-Williams,https://en.wikipedia.org/wiki/Sherwin-Williams,6
414,SPG,Simon Property Group,https://en.wikipedia.org/wiki/Simon_Property_Group,5
415,SWKS,Skyworks Solutions,https://en.wikipedia.org/wiki/Skyworks_Solutions,30
416,SJM,J.M. Smucker Company (The),https://en.wikipedia.org/wiki/The_J.M._Smucker_Company,10
417,SW,Smurfit Westrock,https://en.wikipedia.org/wiki/Smurfit_Westrock,7
418,SNA,Snap-on,https://en.wikipedia.org/wiki/Snap-on,-1
419,SOLV,Solventum,https://en.wikipedia.org/wiki/Solventum,-1
420,SO,Southern Company,https://en.wikipedia.org/wiki/Southern_Company,2
421,LUV,Southwest Airlines,https://en.wikipedia.org/wiki/Southwest_Airlines,17
422,SWK,Stanley Black & Decker,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker,-1
423,SBUX,Starbucks,https://en.wikipedia.org/wiki/Starbucks,9
424,STT,State Street Corporation,https://en.wikipedia.org/wiki/State_Street_Corporation,24
425,STLD,Steel Dynamics,https://en.wikipedia.org/wiki/Steel_Dynamics,8
426,STE,Steris,https://en.wikipedia.org/wiki/Steris,20
427,SYK,Stryker Corporation,https://en.wikipedia.org/wiki/Stryker_Corporation,20
428,SMCI,Supermicro,https://en.wikipedia.org/wiki/Supermicro,30
429,SYF,Synchrony Financial,https://en.wikipedia.org/wiki/Synchrony_Financial,24
430,SNPS,Synopsys,https://en.wikipedia.org/wiki/Synopsys,30
431,SYY,Sysco,https://en.wikipedia.org/wiki/Sysco,-1
432,TMUS,T-Mobile US,https://en.wikipedia.org/wiki/T-Mobile_US,3
433,TROW,T. Rowe Price,https://en.wikipedia.org/wiki/T._Rowe_Price,28
434,TTWO,Take-Two Interactive,https://en.wikipedia.org/wiki/Take-Two_Interactive,26
435,TPR,"Tapestry, Inc.","https://en.wikipedia.org/wiki/Tapestry,_Inc.",18
436,TRGP,Targa Resources,https://en.wikipedia.org/wiki/Targa_Resources,2
437,TGT,Target Corporation,https://en.wikipedia.org/wiki/Target_Corporation,18
438,TEL,TE Connectivity,https://en.wikipedia.org/wiki/TE_Connectivity,26
439,TDY,Teledyne Technologies,https://en.wikipedia.org/wiki/Teledyne_Technologies,26
440,TER,Teradyne,https://en.wikipedia.org/wiki/Teradyne,26
441,TSLA,"Tesla, Inc.","https://en.wikipedia.org/wiki/Tesla,_Inc.",-1
442,TXN,Texas Instruments,https://en.wikipedia.org/wiki/Texas_Instruments,-1
443,TPL,Texas Pacific Land Corporation,https://en.wikipedia.org/wiki/Texas_Pacific_Land_Corporation,2
444,TXT,Textron,https://en.wikipedia.org/wiki/Textron,26
445,TMO,Thermo Fisher Scientific,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific,20
446,TJX,TJX Companies,https://en.wikipedia.org/wiki/TJX_Companies,18
447,TKO,TKO Group Holdings,https://en.wikipedia.org/wiki/TKO_Group_Holdings,18
448,TTD,Trade Desk (The),https://en.wikipedia.org/wiki/The_Trade_Desk,26
449,TSCO,Tractor Supply,https://en.wikipedia.org/wiki/Tractor_Supply,18
450,TT,Trane Technologies,https://en.wikipedia.org/wiki/Trane_Technologies,26
451,TDG,TransDigm Group,https://en.wikipedia.org/wiki/TransDigm_Group,26
452,TRV,Travelers Companies (The),https://en.wikipedia.org/wiki/The_Travelers_Companies,27
453,TRMB,Trimble Inc.,https://en.wikipedia.org/wiki/Trimble_Inc.,26
454,TFC,Truist Financial,https://en.wikipedia.org/wiki/Truist_Financial,24
455,TYL,Tyler Technologies,https://en.wikipedia.org/wiki/Tyler_Technologies,26
456,TSN,Tyson Foods,https://en.wikipedia.org/wiki/Tyson_Foods,10
457,USB,U.S. Bancorp,https://en.wikipedia.org/wiki/U.S._Bancorp,24
458,UBER,Uber,https://en.wikipedia.org/wiki/Uber,17
459,UDR,"UDR, Inc.","https://en.wikipedia.org/wiki/UDR,_Inc.",5
460,ULTA,Ulta Beauty,https://en.wikipedia.org/wiki/Ulta_Beauty,18
461,UNP,Union Pacific Corporation,https://en.wikipedia.org/wiki/Union_Pacific_Corporation,2
462,UAL,United Airlines Holdings,https://en.wikipedia.org/wiki/United_Airlines_Holdings,17
463,UPS,United Parcel Service,https://en.wikipedia.org/wiki/United_Parcel_Service,17
464,URI,United Rentals,https://en.wikipedia.org/wiki/United_Rentals,17
465,UNH,UnitedHealth Group,https://en.wikipedia.org/wiki/UnitedHealth_Group,4
466,UHS,Universal Health Services,https://en.wikipedia.org/wiki/Universal_Health_Services,4
467,VLO,Valero Energy,https://en.wikipedia.org/wiki/Valero_Energy,2
468,VTR,Ventas,https://en.wikipedia.org/wiki/Ventas_(company),5
469,VLTO,Veralto,https://en.wikipedia.org/wiki/Veralto,-1
470,VRSN,Verisign,https://en.wikipedia.org/wiki/Verisign,-1
471,VRSK,Verisk Analytics,https://en.wikipedia.org/wiki/Verisk_Analytics,-1
472,VZ,Verizon,https://en.wikipedia.org/wiki/Verizon,3
473,VRTX,Vertex Pharmaceuticals,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals,20
474,VTRS,Viatris,https://en.wikipedia.org/wiki/Viatris,20
475,VICI,Vici Properties,https://en.wikipedia.org/wiki/Vici_Properties,22
476,V,Visa Inc.,https://en.wikipedia.org/wiki/Visa_Inc.,23
477,VST,Vistra Corp.,https://en.wikipedia.org/wiki/Vistra_Corp,2
478,VMC,Vulcan Materials Company,https://en.wikipedia.org/wiki/Vulcan_Materials_Company,0
479,WRB,W. R. Berkley Corporation,https://en.wikipedia.org/wiki/W._R._Berkley_Corporation,27
480,GWW,W. W. Grainger,https://en.wikipedia.org/wiki/W._W._Grainger,11
481,WAB,Wabtec,https://en.wikipedia.org/wiki/Wabtec,6
482,WMT,Walmart,https://en.wikipedia.org/wiki/Walmart,18
483,DIS,Walt Disney Company (The),https://en.wikipedia.org/wiki/The_Walt_Disney_Company,19
484,WBD,Warner Bros. Discovery,https://en.wikipedia.org/wiki/Warner_Bros._Discovery,19
485,WM,Waste Management,"https://en.wikipedia.org/wiki/Waste_Management,_Inc.",6
486,WAT,Waters Corporation,https://en.wikipedia.org/wiki/Waters_Corporation,-1
487,WEC,WEC Energy Group,https://en.wikipedia.org/wiki/WEC_Energy_Group,2
488,WFC,Wells Fargo,https://en.wikipedia.org/wiki/Wells_Fargo,24
489,WELL,Welltower,https://en.wikipedia.org/wiki/Welltower,5
490,WST,West Pharmaceutical Services,https://en.wikipedia.org/wiki/West_Pharmaceutical_Services,20
491,WDC,Western Digital,https://en.wikipedia.org/wiki/Western_Digital,-1
492,WY,Weyerhaeuser,https://en.wikipedia.org/wiki/Weyerhaeuser,6
493,WSM,"Williams-Sonoma, Inc.","https://en.wikipedia.org/wiki/Williams-Sonoma,_Inc.",6
494,WMB,Williams Companies,https://en.wikipedia.org/wiki/Williams_Companies,2
495,WTW,Willis Towers Watson,https://en.wikipedia.org/wiki/Willis_Towers_Watson,-1
496,WDAY,"Workday, Inc.","https://en.wikipedia.org/wiki/Workday,_Inc.",32
497,WYNN,Wynn Resorts,https://en.wikipedia.org/wiki/Wynn_Resorts,22
498,XEL,Xcel Energy,https://en.wikipedia.org/wiki/Xcel_Energy,2
499,XYL,Xylem Inc.,https://en.wikipedia.org/wiki/Xylem_Inc.,20
500,YUM,Yum! Brands,https://en.wikipedia.org/wiki/Yum!_Brands,10
501,ZBRA,Zebra Technologies,https://en.wikipedia.org/wiki/Zebra_Technologies,26
502,ZBH,Zimmer Biomet,https://en.wikipedia.org/wiki/Zimmer_Biomet,20
503,ZTS,Zoetis,https://en.wikipedia.org/wiki/Zoetis,20
